orthodox,,
oscillating,,
ostensibly,,
ostentatious,,
oust,,
outdated,,
outlandish,,
outmoded,,
outstanding,,
overestimate,,
overhaul,,
overload,,
overlook,neglect,
overmodest,,
overrate,,
overstate,,
overtly,,
overwrought,,
pacific,dovish,
paean,,
palatable,,
palliate,,
palpable,,
paltry,meager,
panacea,cure-all,
panache,,
panegyrize,,
paradigm,model,
paraphernalia,,
parity,equality,
parochial,provincial,
parsimonious,,
partisan,,
passe,,
pastiche,,
patchwork,hodgepodge,
paucity,,
peccadillo,,
pedagogy,,
pedant,,
pedantic,,
pedestrian,,
pejorative,,
pellucid,,
pensive,,
perceptive,discerning,
perennial,,
perennial,long-standing,
perfunctory,,
peripheral,,
permeable,,
pernicious,,
perpetrate,,
perplexity,,
persevere,,
persistence,survival,
personification,,
pertinent,,
pervasive,,
petulant,,
phlegmatic,,
pigeonhole,,
pilferage,appropriation,
pine for,,
pinpoint,,
pioneering,,
pitfall,,
pithy,,
placable,,
placate,appease,
placidity,,
plaintive,,
plangent,,
plastic,,
platitudinous,,
plausible,,
plethora,surfeit,
pliable,,
ploy,,
plummet,,
plunder,,
polarizing,,
polemical,,
polymathic,encyclopedic,
pomposity,,
ponder,,
portend,predict,
potent,,
pragmatic,,
praiseworthy,,
preachy,sanctimonious,
precarious,,
precarious,perilous,
precipitate,,
preclude,,
preclude,rule out,
preconception,prejudice,
precursor,forerunner,
predator,,
predecessor,,
predicament,,
predilection,proclivity,
prepossessing,,
presage,portend,
prescient,prophetic,
preserving,safeguarding,
presumptuous,,
presuppose,,
pretentious,,
preternatural,,
pretext for,,
prevailing,,
prevalent,extensive,
prevalent,widespread,
prevent,preclude,
pristine,,
private,insular,
privation,,
probity,,
proclaim,profess,
proclivity,,
procreate,,
prodigious,,
profit-mongers,,
profligate,,
proliferation,,
prolong,,
prominence,salience,
promulgate,declare,
prophetic,,
prophylactic,preventive,
propitious,,
proponent,,
proportionate,,
proprietary,,
prosaic,,
proscribe,,
proscription,,
protean,versatile,
protest,,
prototypical,,
protract,,
provincial,,
provocative,,
proxy,,
prudence,,
prudent,circumspect,
pseudonym,,
puerile,,
pugnacious,cantankerous,
pull no punches,,
punctiliousness,,
punctuality,,
pungent,,
purport,,
purveyor,,
purview,,
pushover,,
puzzle,conundrum,
quash,,
quibble,,
quiescence,,
quip,,
quirky,unconventional,
quixotic,idealistic,
rampant,,
ramshackle,,
rancor,,
rant,diatribe,
rapacious,avaricious,
rapacity,,
realism,verisimilitude,
realize,achieve,
rebellious,,
rebound,,
rebuff,,
rebuke,,
recalcitrant,restive,
remuneration,,
renounce,reject,
replete,,
reproach,,
reproof,censuring,
repudiate,recant,
repugnant,,
rescind,,
resemble,,
resent,,
reserved,,
resign to = cede to,,
resonate,,
resort,,
resourcefulness,,
respite,relief,
responsive,,
restive,,
restorative,tonic,
restrained,,
resurgence,revival,
resurgent,,
reticent,,
reveal,manifest,
reverence,,
reverent,,
revert to,,
revival,renaissance,
riddle,conundrum,
ring out,,
risible,,
robust,strong,
roil,,
rosy,,
row,,
rudimentary,sketchy,
rusting,,
sabotage,,
saccharine,,
sacrosanct,,
saddle,,
sagacious,[sagacity-n],
sage,,
salacious,,
salient,visible,
salubrious,,
salutary,,
sanctimonious,,
sanction,endorse,
sanguine,,
scant,limited,
scanty,,
scarce,,
scathing,,
schism,factiousness,
scintillating,,
scratching,,
scrutinize,,
sectarian,,
seditious,,
sedulous,,
self-absorption,,
self-containing,,
self-effacing,,
self-interest,opportunism,
selfless,altruistic,
self-perpetuating,,
self-regard,,
self-righteous,,
self-serving,,
seminal,,
senescence,decrepitude,
senile,,
sensible,,
sententious,,
sequester,,
shackle,stifle,
sham,,
shift,,
shortcoming,fault,
short-lived,ephemeral,
showy,,
shriek,,
shun,,
sidestep,circumvent,
sifted from,,
simplicity,intelligibility,
singular,unique,
skeptical,,
skew,,
skirt,,
skittish,restive,
skulduggery,,
slapdash,,
sleazy,,
slippery,elusive,
slogan,,
slumber,,
slurs,aspersions,
smuggle,,
snub,,
sober,,
solemn,,
solemnity,,
solicitous,,
solidarity,camaraderie,
solidify,,
somnolent,lethargic,
sonorous,,
soothsayer,,
sophist,,
sophistication,,
soporific,,
sordid,,
spacious,,
sparing,,
specious,spurious,
speculation,conjecture,
speculative,conjectural,
spike,,
spirited,vigorous,
spontaneity,,
spontaneous,,
sporadic,,
spur,foster,
spurious,"specious,mendacious",
spurn,,
spurring,fostering,
square with,conform to,
staggering,,
stagnate,,
stale,,
stalwart,,
stark,,
starkly,,
staunch,,
steadfast,,
steer,,
stemming,checking,
stern,,
stifle,,
stigma,,
stigmatize,,
stingy,parsimonious,
stoicism,,
stratification,,
stratified,hierarchical,
striking,pronounced,
stunning,,
stymie,hinder,
subjective,,
subservient,,
substantiate,,
subterfuge,chicanery,
subtle,,
subtlety,,
subversive,,
subvert,,
succeeding,,
successively,sequentially,
succumb,yield,
sullen,surly,
sullied,,
superannuation,,
supercilious,imperious,
superficial,sketchy,
superfluous,,
supersede,replace,
supplant,,
supportive,,
supposition,,
suppress,,
surefit,,
surfeit,glut,
surge,,
surmise,infer,
surmount,,
surreptitious,,
swagger,,
sway,,
sweeping,comprehensive,
swift,,
swill,guzzle,
sycophant,adulator,
sympathetic,,
synopses,,
tacit,,
taciturn,reserved,
tactful,skillful,
taint,,
take on,,
tangent,,
tangential,,
tangible,,
tantamount to,synonymous with,
tarnish,,
taxing,,
tedious,boring,
teem,,
temerity,,
temper,moderate,
temperance,,
temperate,,
tempestuously,,
tenacious,,
tendentious,,
tenor,,
tentative,,
tenuous,,
tepid,,
terse,"laconic, brief,",
theoretical,conceptual,
thoughtful,,
thrive,,
thwart,,
tilt,list[기울기],
timely,opportune,
timid,diffident,
timorous,,
tonic,,
torpid,,
torpor,,
torrid,,
tout,,
tractable,,
trammel,,
transcend,,
transient,,
transitional,,
transitory,ephemeral,
transparent,,
trenchant,profound,
trendy,,
trepidation,apprehension,
trespass,,
trickster,,
trifling,minimal,
trivialize,,
truculent,,
truncate,,
turbulence,,
ubiquitous,,
unabated,undiminished,
unalloyed,unqualified,
unassailable,,
unassuming,modest,
unavoidable,inevitable,
uncanny,,
uncertain,conjectural,
unconventional,"quirky,original",
unctuous,,
undercut,,
underemphasized,,
undergrid,support,
undermine,"subvert,impair",
undeserved,unexpected 가능,
undeveloped,sketchy,
undiminished,,
undistinguished,,
unearth,,
unencumbered,,
unequivocal,,
unexceptional,nondescript,
unexplored,,
unfamiliarity,ignorance,
unfathomable,,
unfazed,,
unfeeling,,
unflagging,unfatigued,
unfortunate,,
unfounded,baseless,
ungainly,,
unimpeachable,blameless,
unique,singular,
unkempt,,
unlinked,estranged,
unobtrusive,,
unorthodox,,
unostentatious,modest,
unprecedented,abnormal,
unprepossessing,unremarkable,
unremarkable,,
unremitting,incessant,
untenable,,
unwarranted,groundless,
unwillingly,reluctantly,
unwitting,,
upend,,
uprightness,,
utilitarian,functional,
vacant,,
vacillate,,
vacillate,fluctuate,
vacillation,irresolution,
vacuous,,
vacuousness,paucity,
vainglorious,,
valorize,exalt,
vanish,,
vapid,,
variety,,
varnish,,
vary,,
vehement,,
velocity,,
venerable,respected,
veneration,,
venomous,,
veracious,,
veracity,truth,
verbose,prolix,
verisimilitude,realism,
versatile,,
vestige,relic,
vex,,
vicarious,,
vigor,,
vigorous,spirited,
vilify,censure,
vindication,,
vindictive,,
virtue,merit,
virtuoso,,
visceral,,
visibility,,
visible,salient,
vitiate,,
vitriol,opprobrium,
vitriolic,,
vituperation,,
vivacity,,
vociferous,,
volatile,,
volatile,capricious,
voluble,,
voracious,,
vulnerable,,
waggish,,
wane,,
waning,,
waning,"declining, ebbing",
warbling,,
wary,,
wayward,errant,
wealth,profusion,
wearisome,,
weaving,,
well-defined,,
wherewithal,,
whimsical,,
whimsy,,
winning,,
winnow,,
wistful,,
withdrawn,,
witless,dense[아둔한],
workaday,quotidian,
yield,engender,
zeal,,
zealous,impassioned,
zenith,,
meretricious,showy,
complacency,,
risible,facetious,
sycophantic,obsequious,
maundering,,
screed,tedious speech,
irenic,,
simmer with,,
squelch,,
sparingly,,
catholic,,
underscore,highlight,
nebulous,vague,
approbation,adulation,
redemptive,,
decry,,
